Order ID,Order Date,Segment,Sales,Quantity,Discount,Region
DE-126074,9/18/21,Segment B,9.72,1,0,West
DE-132031,1/31/20,Segment A,11.664000000000001,2,0,Midwest
DE-120418,1/31/20,Segment A,48.00600000000001,3,0,Midwest
DE-137785,1/31/20,Segment A,29.664,2,0,Midwest
DE-113278,11/7/22,Segment C,6.8184000000000005,1,0.7,West
DE-105487,11/10/22,Segment C,115.836,7,0,Northeast
DE-153850,6/18/22,Segment A,46.1808,3,0.2,West
DE-124429,9/7/21,Segment B,116.82,6,0,Midwest
DE-167164,8/30/21,Segment C,77.54879999999999,7,0.2,Midwest
DE-137729,8/30/21,Segment C,115.1712,3,0.2,Midwest
DE-156265,8/30/21,Segment C,2.1456,3,0.8,Midwest
DE-105130,12/2/21,Segment A,21.528000000000002,4,0,Midwest
DE-138240,11/13/20,Segment A,215.00639999999999,6,0.2,West
DE-136329,11/13/20,Segment A,92.124,3,0.2,West
DE-108112,11/13/20,Segment A,33.193799999999996,3,0.7,West
DE-135650,11/24/22,Segment A,66.7008,8,0.2,South
DE-119291,11/24/22,Segment A,25.192800000000002,1,0.2,South
DE-138037,11/24/22,Segment A,2.9736,1,0.2,South
DE-113803,10/15/20,Segment C,407.95199999999994,5,0.2,Midwest
DE-121398,12/26/22,Segment B,62.94,2,0,Northeast
DE-134201,11/4/21,Segment A,68.36399999999999,2,0,Midwest
DE-105578,11/4/21,Segment A,24.516,6,0,Midwest
DE-162852,8/25/19,Segment A,36.0864,14,0.2,Midwest
DE-101518,8/25/19,Segment A,4.248,2,0.2,Midwest
DE-141789,8/25/19,Segment A,21.5784,3,0.2,Midwest
DE-111857,8/25/19,Segment A,117.41760000000001,6,0.2,Midwest
DE-155971,3/2/20,Segment A,708.777,3,0,West
DE-165309,4/5/20,Segment B,236.69100000000003,1,0.7,South
DE-165554,6/13/21,Segment A,42.336,3,0,South
DE-108882,6/13/21,Segment A,27.756,4,0,South
DE-144554,6/13/21,Segment A,203.904,6,0,South
DE-104283,6/13/21,Segment A,103.518,9,0,South
DE-146913,6/13/21,Segment A,61.236000000000004,7,0,South
DE-168893,12/26/19,Segment C,720.6696,3,0.3,South
DE-102491,9/20/19,Segment A,555.9300000000001,6,0.5,Midwest
DE-143364,11/6/22,Segment A,2.1492,2,0.7,West
DE-117534,11/6/22,Segment A,219.59279999999998,7,0.2,West
DE-154781,11/7/21,Segment C,97.70880000000001,2,0.2,West
DE-159912,11/7/21,Segment C,286.272,3,0,West
DE-104094,2/3/22,Segment B,89.955,5,0.4,Midwest
DE-132570,2/3/22,Segment B,117.456,2,0.2,Midwest
DE-152849,2/3/22,Segment B,32.184,9,0.2,Midwest
DE-128083,10/14/21,Segment A,18.036,3,0,West
DE-160941,10/14/21,Segment A,31.895999999999997,1,0,West
DE-130631,10/14/21,Segment A,10.368,4,0,West
DE-101651,10/14/21,Segment A,3.618,2,0,West
DE-169838,10/14/21,Segment A,68.5584,3,0.2,West
DE-114538,10/14/21,Segment A,59.291999999999994,6,0,West
DE-143903,10/14/21,Segment A,38.808,14,0,West
DE-142237,9/6/21,Segment B,124.19999999999999,2,0.2,Northeast
DE-118101,9/19/22,Segment B,13.23,3,0,West
DE-101980,9/19/22,Segment B,16.29,3,0,West
DE-162376,9/19/22,Segment B,215.54999999999998,3,0,West
DE-162691,12/23/22,Segment A,755.487,3,0,Midwest
DE-130442,9/7/20,Segment A,604.737,7,0,West
DE-123505,10/22/19,Segment C,112.6656,4,0.2,Midwest
DE-114251,12/6/21,Segment B,576.675,11,0,Midwest
DE-167920,12/6/21,Segment B,224.95499999999998,3,0,Midwest
DE-123946,12/6/21,Segment B,2927.7599999999998,8,0,Midwest
DE-131576,12/6/21,Segment B,257.32500000000005,5,0,Midwest
DE-110632,3/14/21,Segment C,189.504,5,0.2,West
DE-121748,3/14/21,Segment C,243.8208,2,0.2,West
DE-148642,5/31/20,Segment B,87.57000000000001,7,0,West
DE-143217,5/31/20,Segment B,158.28,4,0,West
DE-144148,5/31/20,Segment B,121.32,6,0,West
DE-106894,5/28/20,Segment C,7.9559999999999995,3,0,West
DE-133851,3/1/19,Segment A,411.8112,2,0.2,West
DE-111556,11/21/21,Segment A,13.158,2,0,South
DE-119214,11/21/21,Segment A,850.437,7,0,South
DE-167339,5/12/21,Segment A,5.382000000000001,1,0,West
DE-104661,12/28/20,Segment A,48.9456,2,0.2,Northeast
DE-142671,11/17/21,Segment A,25.56,5,0,West
DE-156958,11/8/21,Segment A,24.912,2,0.2,West
DE-134726,9/8/19,Segment A,8.942400000000001,3,0.2,South
DE-163384,9/8/19,Segment A,7343.9568,8,0.4,South
DE-126760,9/8/19,Segment A,248.33520000000001,3,0.2,South
DE-134936,9/8/19,Segment A,1566.054,9,0.3,South
DE-129224,9/8/19,Segment A,28.8576,6,0.2,South
DE-139913,9/8/19,Segment A,160.182,5,0.8,South
DE-146745,9/8/19,Segment A,129.57840000000002,3,0.2,South
DE-144666,8/5/19,Segment A,18.846,3,0,West
DE-137974,8/5/19,Segment A,99.86399999999999,2,0,West
DE-120852,8/5/19,Segment A,306.12960000000004,7,0.2,West
DE-168109,9/14/19,Segment B,78.672,2,0.8,Midwest
DE-158491,9/14/19,Segment B,30.240000000000002,4,0.2,Midwest
DE-168207,4/22/22,Segment A,87.5376,4,0.8,South
DE-114510,11/21/20,Segment A,357.1218,7,0.3,Midwest
DE-168207,11/21/20,Segment A,14.292000000000002,5,0.2,Midwest
DE-147333,12/15/20,Segment C,3.9359999999999995,1,0,Northeast
DE-165449,12/5/19,Segment B,37.224,2,0.2,Midwest
DE-146997,12/5/19,Segment B,613.116,7,0.2,Midwest
DE-117324,11/19/19,Segment C,604.752,4,0,South
DE-115224,11/19/19,Segment C,179.93999999999997,5,0,South
DE-134313,11/19/19,Segment C,34.8,2,0,South
DE-121293,11/29/21,Segment A,6.444,2,0,Northeast
DE-150000,8/26/19,Segment C,212.16,8,0,West
DE-163202,7/17/21,Segment B,55.836,3,0.2,South
DE-107797,7/17/21,Segment B,30.023999999999997,3,0.2,South
DE-126053,10/12/20,Segment C,1078.9632,4,0.2,Northeast
DE-130022,10/12/20,Segment C,86.11200000000001,6,0,Northeast
DE-160395,10/12/20,Segment C,62.208,8,0,Northeast
DE-102519,10/12/20,Segment C,751.6224,3,0.2,Northeast
DE-124044,10/12/20,Segment C,23.88,5,0,Northeast
DE-104983,10/31/20,Segment B,21.419999999999998,7,0,West
DE-130946,3/21/19,Segment A,6.6672,2,0.2,Midwest
DE-166961,3/21/19,Segment A,5.4432,3,0.2,Midwest
DE-124800,11/7/22,Segment C,55.51199999999999,3,0,Northeast
DE-134334,7/7/22,Segment B,4.4190000000000005,2,0.7,Northeast
DE-120516,7/7/22,Segment B,24.084000000000003,3,0.2,Northeast
DE-134404,6/25/22,Segment A,19.5696,3,0.2,Midwest
DE-139416,8/3/19,Segment A,196.875,2,0.5,West
DE-113705,8/3/19,Segment A,2.3400000000000003,1,0.2,West
DE-140844,12/18/22,Segment A,59.65560000000001,2,0.8,South
DE-119690,6/4/22,Segment B,52.751999999999995,7,0.2,South
DE-145212,12/10/22,Segment A,400.2912,4,0.2,West
DE-125094,12/2/22,Segment A,75.528,4,0,Midwest
DE-104486,12/2/22,Segment A,118.782,2,0,Midwest
DE-159863,12/2/22,Segment A,14.328,4,0,Midwest
DE-159793,12/2/22,Segment A,47.061,9,0,Midwest
DE-109365,12/2/22,Segment A,82.791,1,0,Midwest
DE-131954,2/9/20,Segment B,31.200000000000003,2,0.2,South
DE-113243,1/2/20,Segment B,35.519999999999996,2,0.2,Midwest
DE-131653,1/2/20,Segment B,678.675,5,0.5,Midwest
DE-106530,1/2/20,Segment B,94.473,3,0.4,Midwest
DE-133200,1/2/20,Segment B,1782,9,0.7,Midwest
DE-136259,1/2/20,Segment B,134.376,2,0.2,Midwest
DE-147844,10/29/21,Segment A,83.754,6,0,West
DE-169733,10/29/21,Segment A,272.1384,3,0.2,West
DE-146878,12/24/20,Segment A,5.0256,2,0.2,Midwest
DE-147501,12/24/20,Segment A,20.433600000000002,6,0.2,Midwest
DE-109386,12/24/20,Segment A,17.7984,4,0.7,Midwest
DE-119627,12/24/20,Segment A,65.4336,4,0.2,Midwest
DE-128608,12/24/20,Segment A,431.9892,4,0.7,Midwest
DE-151855,12/24/20,Segment A,24.4512,2,0.2,Midwest
DE-121188,8/9/20,Segment B,3.3000000000000003,1,0,Midwest
DE-158470,8/9/20,Segment B,933.6750000000001,5,0,Midwest
DE-133305,8/9/20,Segment B,32.97,1,0,Midwest
DE-169005,2/28/20,Segment A,145.4112,2,0.2,South
DE-138681,2/28/20,Segment A,350.7264,8,0.2,South
DE-120418,9/13/19,Segment B,27.972,7,0.7,South
DE-167570,4/8/22,Segment C,280.632,2,0.45,South
DE-117184,4/8/22,Segment C,744.7374,3,0.45,South
DE-156251,4/8/22,Segment C,6.3936,2,0.7,South
DE-120446,4/8/22,Segment C,309.6864,3,0.2,South
DE-130631,4/8/22,Segment C,741.5712,3,0.2,South
DE-120411,11/13/22,Segment B,15.84,2,0,West
DE-108504,6/5/21,Segment A,23.328000000000003,5,0.2,Midwest
DE-100545,6/5/21,Segment A,377.712,5,0.6,Midwest
DE-133718,6/5/21,Segment A,10.519200000000001,3,0.6,Midwest
DE-159380,6/5/21,Segment A,28.785600000000002,2,0.2,Midwest
DE-158057,6/5/21,Segment A,159.5025,5,0.5,Midwest
DE-148908,6/5/21,Segment A,3.6395999999999997,3,0.6,Midwest
DE-129042,6/5/21,Segment A,6.6672,2,0.2,Midwest
DE-112130,6/1/19,Segment C,2402.232,7,0,Midwest
DE-100223,6/1/19,Segment C,200.064,2,0,Midwest
DE-156013,6/1/19,Segment C,57.456,6,0,Midwest
DE-109757,6/1/19,Segment C,1803.8999999999999,5,0,Midwest
DE-100720,6/1/19,Segment C,31.104,4,0,Midwest
DE-123029,12/11/21,Segment A,289.4112,2,0.2,West
DE-105270,9/12/21,Segment A,6.849,1,0,West
DE-133823,9/12/21,Segment A,3012.633,13,0,West
DE-157266,12/11/21,Segment A,72.522,6,0,Northeast
DE-135937,12/11/21,Segment A,325.728,4,0,Northeast
DE-148180,11/28/20,Segment B,18.198,9,0.6,Midwest
DE-111094,11/28/20,Segment B,123.55199999999999,2,0.2,Midwest
DE-113145,11/28/20,Segment B,80.88,5,0.2,Midwest
DE-144491,11/28/20,Segment B,971.856,6,0.2,Midwest
DE-158001,12/2/22,Segment A,18.333000000000002,3,0,Northeast
DE-132955,12/2/22,Segment A,199.395,3,0,Northeast
DE-105249,12/2/22,Segment A,15.768,5,0.2,Northeast
DE-129714,6/9/22,Segment B,2.436,2,0.8,South
DE-143252,9/19/19,Segment B,4589.973,3,0.4,South
DE-129189,9/19/19,Segment B,3779.937,7,0.4,South
DE-107993,6/7/21,Segment A,295.4016,4,0.2,Midwest
DE-126431,11/10/20,Segment A,71.91000000000001,2,0,West
DE-126403,6/17/22,Segment B,21.024,3,0.2,South
DE-119662,1/22/21,Segment A,6.803999999999999,6,0,Northeast
DE-158225,12/10/22,Segment B,55.812,1,0.2,Midwest
DE-135937,12/10/22,Segment B,86.364,3,0.2,Midwest
DE-140004,12/29/22,Segment B,1088.76,4,0,West
DE-109575,7/30/20,Segment A,188.937,7,0,West
DE-108637,7/30/20,Segment A,4.752000000000001,3,0,West
DE-137680,7/30/20,Segment A,9.828,3,0.2,West
DE-151428,9/17/22,Segment B,13.23,2,0,West
DE-169040,9/17/22,Segment B,8.97,1,0,West
DE-107384,10/14/22,Segment B,17.472,2,0.2,Northeast
DE-126739,10/14/22,Segment B,27.263999999999996,4,0.2,Northeast
DE-154711,10/14/22,Segment B,89.56800000000001,6,0.2,Northeast
DE-146780,10/14/22,Segment B,37.26,3,0.2,Northeast
DE-102015,9/26/20,Segment A,1.872,5,0.8,South
DE-138303,9/26/20,Segment A,1002.9600000000002,7,0.2,South
DE-118087,11/2/20,Segment A,934.9559999999999,5,0.2,West
DE-169320,9/26/20,Segment A,127.58399999999999,5,0.2,West
DE-111612,9/26/20,Segment A,215.82000000000002,5,0.2,West
DE-117401,9/26/20,Segment A,27.9936,6,0.2,West
DE-166233,12/19/21,Segment B,381.087,7,0.7,South
DE-158743,12/19/21,Segment B,291.792,2,0.2,South
DE-114069,12/19/21,Segment B,1442.22,5,0.2,South
DE-154963,11/21/21,Segment C,22.9152,7,0.2,Midwest
DE-110443,11/21/21,Segment C,22.195199999999996,8,0.2,Midwest
DE-154767,11/21/21,Segment C,307.1808,2,0.2,Midwest
DE-109407,11/21/21,Segment C,104.36399999999999,3,0.5,Midwest
DE-105732,12/26/19,Segment B,450.624,8,0.2,West
DE-114811,12/26/19,Segment B,345.528,3,0.2,West
DE-142398,12/26/19,Segment B,327.528,3,0.2,West
DE-105347,12/26/19,Segment B,117.89999999999999,5,0.7,West
DE-167927,12/26/19,Segment B,41.328,3,0.2,West
DE-109176,10/29/21,Segment B,48.599999999999994,5,0,Northeast
DE-118731,10/29/21,Segment B,1623.72,8,0,Northeast
DE-102071,10/29/21,Segment B,85.365,3,0,Northeast
DE-133305,10/29/21,Segment B,116.39999999999999,4,0,Northeast
DE-141726,10/29/21,Segment B,21.419999999999998,1,0,Northeast
DE-111178,11/20/22,Segment A,197.1675,3,0.5,Midwest
DE-157000,5/4/20,Segment B,40.2,2,0,Northeast
DE-119081,12/30/19,Segment B,14.76,3,0,Midwest
DE-110569,6/1/19,Segment C,54.57599999999999,3,0,Northeast
DE-149888,6/1/19,Segment C,347.03999999999996,6,0,Northeast
DE-109001,4/16/22,Segment A,4.401,1,0,South
DE-152730,9/13/21,Segment B,22.704,4,0.2,West
DE-112711,9/13/21,Segment B,700.1519999999999,2,0.2,West
DE-142902,9/13/21,Segment B,22.848,1,0.2,West
DE-161739,9/13/21,Segment B,9.396,3,0.2,West
DE-103968,9/27/19,Segment B,131.31,3,0,Northeast
DE-140935,8/9/19,Segment B,267.57599999999996,2,0.2,South
DE-161410,8/9/19,Segment B,23.328,3,0.2,South
DE-122567,12/28/19,Segment B,148.704,4,0.2,Northeast
DE-138121,11/4/19,Segment C,163.0584,1,0.1,Northeast
DE-143343,11/4/19,Segment C,4790.376,2,0,Northeast
DE-102715,11/4/19,Segment C,331.128,6,0,Northeast
DE-143231,11/4/19,Segment C,432,4,0,Northeast
DE-139087,11/4/19,Segment C,52.284,1,0,Northeast
DE-135265,9/19/19,Segment B,10.74,2,0,West
DE-169264,4/24/21,Segment B,377.28000000000003,6,0.2,West
DE-115224,4/24/21,Segment B,149.98499999999999,1,0,West
DE-108112,11/4/22,Segment B,23.988,1,0.2,South
DE-142993,8/31/21,Segment A,261.80820000000006,3,0.4,Northeast
DE-157987,8/31/21,Segment A,48.8016,2,0.2,Northeast
DE-158946,8/31/21,Segment A,708.0696,4,0.3,Northeast
DE-119186,8/31/21,Segment A,90.216,10,0.2,Northeast
DE-129308,8/31/21,Segment A,33.9876,6,0.7,Northeast
DE-145898,4/26/21,Segment A,74.52,2,0.4,Northeast
DE-165358,4/26/21,Segment A,18.651600000000002,2,0.7,Northeast
DE-146031,4/26/21,Segment A,4.4064,3,0.7,Northeast
DE-107328,9/1/20,Segment A,4.2768,1,0.2,West
DE-116722,9/1/20,Segment A,863.9856000000001,2,0.2,West
DE-149510,9/1/20,Segment A,12.9312,4,0.2,West
DE-140949,7/12/19,Segment B,11.568,2,0.2,West
DE-135692,7/12/19,Segment B,1047.528,3,0.2,West
DE-161046,6/22/20,Segment A,4.464,4,0,West
DE-164763,4/13/19,Segment B,26.784000000000002,4,0.2,Northeast
DE-101581,4/13/19,Segment B,764.955,10,0.7,Northeast
DE-157448,4/13/19,Segment B,46.488,13,0.2,Northeast
DE-130771,4/13/19,Segment B,107.892,12,0.4,Northeast
DE-137729,12/20/20,Segment A,79.92,4,0.2,South
DE-162474,6/16/22,Segment A,43.1784,3,0.2,West
DE-132675,7/9/22,Segment A,6.803999999999999,3,0,Northeast
DE-132122,7/9/22,Segment A,22.104,2,0,Northeast
DE-117667,7/9/22,Segment A,11.664000000000001,2,0,Northeast
DE-169957,9/2/21,Segment C,8.148,1,0,Northeast
DE-161508,9/2/21,Segment C,29.471999999999998,2,0,Northeast
DE-100902,9/2/21,Segment C,3.6576,1,0.2,Northeast
DE-110905,9/2/21,Segment C,58.943999999999996,4,0,Northeast
DE-123750,9/2/21,Segment C,5226.201599999999,4,0.2,Northeast
DE-161263,4/9/21,Segment A,349.8336,6,0.2,Northeast
DE-116876,4/9/21,Segment A,7.434,2,0,Northeast
DE-169922,4/9/21,Segment A,15.336,4,0,Northeast
DE-109918,4/9/21,Segment A,30.96,5,0,Northeast
DE-120824,4/24/21,Segment B,54.36,5,0.2,South
DE-134110,3/9/22,Segment B,971.76,8,0,South
DE-105263,3/9/22,Segment B,31.049999999999997,2,0,South
DE-132381,9/26/22,Segment A,18.63,2,0,Northeast
DE-107384,9/26/22,Segment A,439.7814,3,0.1,Northeast
DE-103065,9/26/22,Segment A,5.004,2,0,Northeast
DE-163790,9/26/22,Segment A,42.408,8,0,Northeast
DE-149636,9/24/19,Segment A,190.764,4,0,West
DE-110016,10/22/21,Segment B,34.8,4,0,Northeast
DE-156986,10/22/21,Segment B,11.040000000000001,2,0,Northeast
DE-167661,10/22/21,Segment B,157.185,7,0,Northeast
DE-144519,10/22/21,Segment B,1565.88,4,0,Northeast
DE-138149,5/30/22,Segment A,23.328000000000003,5,0.2,South
DE-116337,5/30/22,Segment A,48.0816,3,0.2,South
DE-159730,7/23/19,Segment A,7.344,5,0.7,West
DE-167556,7/23/19,Segment A,921.5424,8,0.2,West
DE-162964,7/23/19,Segment A,8.316,1,0.2,West
DE-166625,7/23/19,Segment A,431.136,10,0.2,West
DE-128734,9/29/21,Segment B,148.704,4,0.2,Midwest
DE-151841,8/28/22,Segment B,2232.636,7,0.3,Northeast
DE-161830,4/28/20,Segment A,7.7867999999999995,3,0.8,South
DE-123092,4/28/20,Segment A,21.448800000000002,3,0.2,South
DE-144890,4/28/20,Segment A,10.958400000000001,4,0.8,South
DE-124086,10/29/21,Segment B,76.44,7,0,West
DE-156587,10/29/21,Segment B,74.304,3,0.2,West
DE-133823,6/26/20,Segment B,62.849999999999994,2,0,Midwest
DE-166051,11/27/20,Segment A,337.91175,3,0.45,South
DE-162761,11/27/20,Segment A,75.5784,3,0.2,South
DE-130624,12/3/20,Segment B,723.51,4,0.7,Northeast
DE-161025,12/3/20,Segment B,4.4399999999999995,1,0.2,Northeast
DE-125934,11/24/19,Segment A,2.3616,1,0.2,Midwest
DE-100377,12/12/22,Segment A,21.024,4,0.2,Northeast
DE-148551,12/12/22,Segment A,35.982,2,0,Northeast
DE-158505,9/21/19,Segment A,221.7456,2,0.2,West
DE-125759,9/21/19,Segment A,1619.973,3,0,West
DE-113278,6/7/19,Segment B,18.692999999999998,3,0.8,Midwest
DE-153045,7/1/22,Segment C,90.9504,3,0.2,West
DE-123491,10/18/22,Segment B,74.94,2,0,Northeast
DE-112326,10/18/22,Segment B,19.44,2,0,Northeast
DE-153682,10/31/20,Segment C,84.144,4,0,Midwest
DE-160780,9/9/21,Segment A,32.3568,3,0.2,South
DE-123778,9/9/21,Segment A,2156.63904,4,0.32,South
DE-149678,9/9/21,Segment A,118.0224,4,0.2,South
DE-120845,9/9/21,Segment A,51.8256,2,0.2,South
DE-103352,12/24/19,Segment A,8.6112,2,0.2,South
DE-123624,4/16/19,Segment B,58.608000000000004,6,0.2,South
DE-124779,12/25/22,Segment A,32.318999999999996,3,0,Northeast
DE-139437,12/9/22,Segment A,161.95499999999998,5,0,West
DE-105102,12/9/22,Segment A,1079.9784000000002,3,0.2,West
DE-110366,12/9/22,Segment A,24.435,5,0,West
DE-160528,12/9/22,Segment A,903.6216000000001,7,0.2,West
DE-123568,12/9/22,Segment A,8.712,1,0,West
DE-146591,12/9/22,Segment A,25.515,9,0,West
DE-103835,12/9/22,Segment A,50.382,1,0,West
DE-100678,12/9/22,Segment A,1203.1461,13,0.15,West
DE-145177,12/9/22,Segment A,102.2112,2,0.2,West
DE-169103,11/4/22,Segment B,209.79000000000002,7,0,West
DE-133627,11/4/22,Segment B,460.70400000000006,4,0.2,West
DE-116666,6/25/22,Segment A,86.328,8,0,West
DE-116358,4/15/21,Segment A,345.42,5,0.2,West
DE-129364,11/7/22,Segment B,8.67,1,0,South
DE-101560,3/5/22,Segment B,13.98,4,0,West
DE-160262,3/5/22,Segment B,22.875,1,0,West
DE-167199,6/22/19,Segment A,177.07680000000002,6,0.2,West
DE-128370,10/20/22,Segment B,84.84,4,0,Northeast
DE-123512,10/20/22,Segment B,49.050000000000004,3,0,Northeast
DE-108707,8/22/22,Segment A,779.76,4,0,South
DE-118017,11/24/22,Segment B,42.599999999999994,2,0,Midwest
DE-151001,11/24/22,Segment B,431.88,8,0,Midwest
DE-108616,9/12/19,Segment C,83.98799999999999,1,0,Northeast
DE-123120,10/2/22,Segment B,10.008,6,0.2,South
DE-166863,4/16/21,Segment C,227.5056,2,0.7,South
DE-164973,4/16/21,Segment C,490.4928,7,0.2,South
DE-124779,4/16/21,Segment C,350.352,5,0.2,South
DE-131828,4/16/21,Segment C,5.7216,2,0.2,South
DE-143819,6/7/21,Segment A,642.87,5,0,Northeast
DE-155173,12/19/19,Segment A,4.3308,2,0.7,South
DE-158421,12/19/19,Segment A,223.02,5,0.2,South
DE-125402,6/13/21,Segment C,1209.5748,3,0.3,Midwest
DE-121132,6/13/21,Segment C,376.18559999999997,7,0.2,Midwest
DE-168389,9/16/22,Segment B,47.808,8,0.2,South
DE-133046,1/21/22,Segment B,311.769,3,0.1,Northeast
DE-124968,9/6/21,Segment A,10.998000000000001,1,0,Midwest
DE-157385,9/6/21,Segment A,175.446,3,0,Midwest
DE-116736,9/6/21,Segment A,63.855000000000004,3,0,Midwest
DE-118101,9/6/21,Segment A,82.224,4,0,Midwest
DE-105648,9/6/21,Segment A,218.64600000000002,3,0,Midwest
DE-151225,9/6/21,Segment A,19.845000000000002,7,0,Midwest
DE-147123,3/21/22,Segment A,2.619,1,0,Midwest
DE-169796,4/2/21,Segment A,53.568000000000005,3,0,Northeast
